# id	file_path	transparent_color_r	g	b
[TEXTURES]
0	textures\Sophia.png		255	255	255
5	textures\Jason.png		255	255	255
10	textures\Jason.png		255	255	255
60	textures\misc.png		176	224	248
50	textures\misc2.png		3	26	110
30	textures\enemies.png		0	128	128
82	textures\Health.png		255	255	0
83	textures\HealthBar.png	255	255	0
84	textures\Portal.png		255	255	255


# id	left	top	right	bottom	texture_id
[SPRITES]
# SOPHIA
# RIGHT
# idle right high
10001	146	5	172	23	0
10002	178	5	204	23	0
10003	211	5	236	23	0
10004	242	5	269	23	0
# idle right low
10005	146	30	172	48	0
10006	178	30	204	48	0
10007	210	30	236	48	0
10008	243	30	269	48	0
# idle right very low
10009	146	54	172	72	0
10010	177	54	203	72	0
10011	211	54	237	72	0
10012	243	54	269	72	0
# turn right high
10013	146	80	170	98	0
10014	179	80	203	98	0
10015	211	80	235	98	0
10016	244	80	268	98	0
# turn right low
10017	146	107	170	124	0
10018	179	107	203	124	0
10019	211	107	235	124	0
10020	246	107	270	124	0
# jump right
10021	146	130	172	151	0
10022	178	130	204	151	0
10023	211	130	237	151	0
10024	245	130	271	151	0
# jump turn right
10025	146	157	170	178	0
10026	177	157	203	178	0
10027	210	157	234	178	0
10028	244	157	268	178	0
# gun up right 1
10029	146	187	171	213	0
10030	176	187	201	213	0
10031	209	187	234	213	0
10032	243	187	268	213	0
# gun up right 2
10033	146	218	171	246	0
10034	176	218	201	246	0
10035	209	218	234	246	0
10036	244	218	269	246	0
# gun up right 3
10037	146	250	171	280	0
10038	174	250	199	280	0
10039	207	250	232	280	0
10040	242	250	267	280	0
# gun up right 4
10041	146	283	172	317	0
10042	176	283	202	317	0
10043	207	283	233	317	0
10044	242	283	268	317	0

# LEFT
# idle left	
10045	109	5	135	23	0
10046	77	5	103	23	0
10047	44 	5 	70	23 	0
10048	13	5	39	23	0	
# idle left low
10049	109	30	135	48	0
10050	77	30	103	48	0
10051	45	30	71	48	0
10052	12	30	38	48	0
# idle left very low
10053	109	54	135	72	0
10054	78	54	104	72	0
10055	44	54	70	72	0
10056	12	54	38	72	0
# turn left high
10057	111	80	135	98	0
10058	77	80	101	98	0
10059	45	80	69	98	0
10060	12	80	36	98	0
# turn left low
10061	111	107 135	124	0
10062	78	107	102	124	0
10063	46	107	70	124	0
10064	11	107	35	124	0
# jump left
10065	109	130	135	151	0
10066	77	130	103	151	0
10067	44	130	70	151	0
10068	10	130	36	151	0
# jump turn left
10069	111	157	135	178	0
10070	80	157	104	178	0
10071	47	157	71	178	0
10072	13	157	37	178	0
# gun up left 1
10073	110	187	135	213	0
10074	80	187	105	213	0
10075	47	187	72	213	0
10076	13	187	38	213	0
# gun up left 2
10077	110	218	135	246	0
10078	80	218	105	246	0
10079	47	218	72	246	0
10080	12	218	37	246	0
# gun up left 3
10081	110	250	135	280	0
10082	82	250	107	280	0
10083	49	250	74	280	0
10084	14	250	39	280	0
# gun up left 4
10085	109	283	135	317	0
10086	79	283	105	317	0
10087	48	283	74	317	0
10088	13	283	39	317	0
# die 
10099	215	120	231	135	0

#JASON
#idle right
11001	136	0	146	17	5
# walk right
11002	149	1	159	17	5
11003	175	0	185	17	5
11004	162	1	172	17	5
# crawl right
11005	202	7	218	17	5
11006	218	7	234	17	5
# climb right
11007	188	1	200	17	5
# swim right
11008	226	24	243	36	5
11009	245	24	262	36	5
# die right
11010	136	20	150	36	5
11011	190	22	206	36	5
11012	172	20	186	36	5
11013	153	22	169	36	5
11014	208	26	224	36	5
# idle left
11015	116	0	126	17	5
# walk left
11016	103	1	113	17	5
11017	77	0	87	17	5
11018	90	1	100	17	5
# crawl left
11019	44	7	60	17	5
11020	28	7	44	17	5
# swim
11021	19	24	36	36	5
11022	0	24	17	36	5
# climb left
11023	62	1	74	17	5
# die left
11024	112	20	126	36	5
11025	56	22	72	36	5
11026	76	20	90	36	5
11027	93	22	109	36	5
11028	38	26	54	36	5
#BIG JASON
# idle right
12001	136	74	160	106	10
# walk right
12002	166	75	190	106	10
12003	194	75	218	106	10
# idle left
12004	102	74	126	106	10
# walk left
12005	72	75	96	106	10
12006	44	75	68	106	10
# idle top
12007	83	39	103	71	10
# walk top
12008	109	40	129	71	10
12009	57	40	77	71	10
# idle bot
12010	159	39	179	71	10
# walk bot
12011	134	40	154	71	10
12012	183	40	203	71	10
# die
12013	77	109	99	138	10
12014	105	111	128	138	10
12015	132	113	156	138	10
12016	160	122	184	138	10

#BRICK
20001	408	225	424	241	20

#GOLEM
#idle right
30001	128	0	142	26	30
30002	146	1	159	26	30
#idle left
30003	104	0	118	26	30
30004	87	1	100	26	30
#die
30003	45	21	61	29	10


#Domes
#idle right ny = -1
50001	145	424	163	442	30
50002	165	423	183	441	30
#idle right ny = 1
50003	63	478	81	494	30	
50004	83	478	101	494	30
#idle left  ny =-1
50005	83	424	101	442	30
50006	63	423	81	441	30
#idle left  ny =1
50007	165	478	183	496	30
50008	145	478	163	495	30
#idle up nx = 1
50009	101	460	119	478	30
50010	101	440	119	458	30
#idle up nx = -1
50011	129	460	147	478	30
50012	128	440	146	458	30
#idle down nx = 1
50013	183	440	201	458	30
50014	183	460	201	478	30
#idle down nx = -1
50015	47	440	65	458	30
50016	46	460	64	478	30

#WORMS
#idle right
60001	168	411	186	421	30
60002	187	411	204	421	30
#idle left
60003	60	411	78	421	30
60004	42	411	59	421	30



#FLOATERS
#idle right
70001	128	405	146	421	30
70002	148	406	166	421 	30
#idle left
70003	100	405	118	421	30
70004	80	406	98	421	30



#SKULLS
#idle right
80001	170	526	188	547	30
80002	190	529	209	547	30
#idle left
80003	58	526	76	547	30
80004	38	529	56	547	30
#INSECT
#idle right
90001	128	529	146	547	30
90002	148	532	166	547	30
#idle left
90003	100	529	118	547	30
90004	80	532	98	547	30
